,negative MI clear,negative MI MPC,RMSE,Time joint pdf,Num iterations clear,Num iterations MPC,GBytes joint pdf,Time derivative joint pdf,GBytes derivative joint pdf
0,0.22066404364380096,0.22077626737864997,1.421995174424732,30.52351689338684,213,264,0.47613710165023804,239.21998500823975,3.7386077642440796
